Text,CB_Label,clean_text
Damn. I was there this morn.,0,damn morn
oh fuck. Christmas is next week???,0,oh fuck christmas week ? ?
Staying home with my OH  the pooches  and the fireplace...finally! I rather hate going out on NYE so I'm happy :),0,stay home oh pooch fireplacefinally ! hate go nye happy
 I have three pairs on!! having low blood sugar sucks :(,0,pair ! ! have low blood sugar suck
"only one of the best in children's musical entertainment. ;) she sings such hits as ""pig on her head"" & ""we are the dinosaurs.""",0,good child musical entertainment sing hit pig head dinosaur
So your Grandpa doesn't have a fake one lying around? That sucks. :( what are you guys doing that day  will katie be coming?,0,grandpa fake lie ? suck guy day katie come ?
now THAT is really WT  fat from lipo to power your car!,0,wt fat lipo power car !
i fucking love u too and merry christmas eve babe...i can't handle this right now i have no where to go,0,fucking love u merry christmas eve babei handle right
Thanks so much for the beyootiful Christmas card - you're SO gonna kick ass in 2009,0,thank beyootiful christmas card go to kick ass
I can't say for sure that the universe doesn't hate you  but I've had several problems too.,0,sure universe hate problem
Just wait.  It'll happen  then you'll think damn. Michelle told me this would happen  not I'm old.  LOL,0,wait happen think damn michelle tell happen old lol
it worked! I'm scared! Jail sucks.,0,work ! scared ! jail suck
There is a theory that it eliminates neck fat through circulation. Started doing in high school. LOL. It worked! Avid tapper!,0,theory eliminate neck fat circulation start high school lol work ! avid tapper !
that sucks  they could make more if they had both,0,suck
i need some of that money to get some of that tryfe heatery...the freeway shit was BOOOOOOONKERS!!! you killed that damn beat fam...,0,need money tryfe heaterythe freeway shit boonker ! ! kill damn beat fam
yesssssssssssssss...its funny cause i hate the weather...but im gettin ready to move back to michigan on tuesday where its worse HA!,0,yessit funny cause hate weatherbut m gettin ready michigan tuesday bad ha !
hahahah is he at least hot? Hahah. I can't wait to go home to see who this guy is haha. I hate creepy skeevy guys on myspace LOL,0,hahahah hot ? hahah wait home guy haha hate creepy skeevy guy myspace lol
Mmm...Pizza pie!  You know...Papa Murphy's sounds damn good right now.,0,mmpizza pie ! knowpapa murphy sound damn good right
Because you just stated that there is a minimal chance Zombs will invade  they will now! Damn you romy!,0,state minimal chance zomb invade ! damn romy !
You. Your ass in TF2 now.,0,ass tf
i hate it when that happens... i exposed 2 36-exposure undeveloped rolls before argh!,0,hate happen expose exposure undeveloped roll argh !
Nope  Pho Pasteur  tho I just heard that they upped their price. Xe Lua sucks.,0,nope pho pasteur tho hear up price xe lua suck
That sucks. I've escaped it so far  but you're right  everyone else seems to have it or getting it. I'm prolly next. Yikes!,0,suck escape far right get prolly yike !
damn  scott just said naughty things,0,damn scott say naughty thing
Asian Philosophy??? DAmn you must know how to Game the ^-^ perfectly now,0,asian philosophy ? ? damn know game perfectly
damn  sean and scott just cuttin heads out like some slumdogs,0,damn sean scott cuttin head like slumdog
GoW2 is really your game of the year? Damn.. Mine is Left 4 Dead without a doubt.,0,gow game year ? damn leave dead doubt
Embedding/linking WebKit is a pain in the ass... building it from source took me hours and I got 3 errors: no compile  no worky,0,embeddinglinke webkit pain ass build source take hour get error compile worky
Oi you.  I'm no troll.  I sent you one damn tweet.,0,oi troll send damn tweet
Hey  73% growth in eBooks.  They could have been sitting FAT if they'd raise their bets there!,0,hey growth ebook sit fat raise bet !
Damn! He is like the male Rosie O'Donnell.,0,damn ! like male rosie o wouldonnell
Just the movie.  @nallyo @parsonsn @umtrey Not emo  I just wanted to see what the fuss was about.,0,movie user USER USER emo want fuss
haha it was great... i hate how the audio lags so badly though... it'd be more fun in real time lol,0,haha great hate audio lag badly fun real time lol
oh it was nothing huge  it is just time for me to get off my ass and go out there and start my life. Get work in the field etc.,0,oh huge time ass start life work field etc
Not sure if you saw him kissing his wife--Dick Clark moves pretty fast when he has to...,0,sure see kiss wifedick clark move pretty fast
It's always too early for Dick Vitale.,0,early dick vitale
my last tweet was supposed to be @ you. Damn twitteriffic reply system.,0,tweet suppose damn twitteriffic reply system
lol. that could work... he'd only lose like $1600 a year given how often the damn comic comes out,0,lol work lose like year give damn comic come
nick and nora? fuck yes. let me know when you're going.,0,nick nora ? fuck yes let know go
Damn  I should have made some music for work,0,damn music work
mr.lydian@gmail.com. I'm not the most fun  but damn it I'm something!,0,mrlydian USER com fun damn !
Isn't that the evil show about the witch and her husband and the large group of gnomes?  (I hate watching TV at my sister's.),0,evil witch husband large group gnome ? hate watch tv sister
Really! Its price is tempting  but its network coverage sucks.&#58372;,0,! price tempting network coverage suck
damn but it right it doesn't shock me,0,damn right shock
I REALLY hate it when I sneeze  burp  and hiccup at the same time D:&lt;,0,hate sneeze burp hiccup time dlt
hahaha did he freak out?,0,hahaha freak ?
Dr. Johnson says have some Gatorade after a soak. I hate the taste of the stuff but it will replenish your electrolytes.,0,dr johnson say gatorade soak hate taste stuff replenish electrolyte
"I don't get it with bet. I not one of those ""I can't stand bet"" folks but damn! Why can't they get it right...lol",0,bet stand bet folk damn ! rightlol
damn dude you stay on the road!...lol,0,damn dude stay road!lol
oh lots.  lots and lots.  although in MI sometimes you might need the whale blubber for the cold.,0,oh lot lot lot mi need whale blubber cold
At 4:30 in the morning  I was struck with Revelations about a certain book we both know and I hate. Check your email  yo.,0,morning strike revelation certain book know hate check email yo
Midway sucks.,0,midway suck
Awww....me too! Are u a cheese slut like me (u love cheese + anything) or are u a cheese snob (Bergk&#228;se  Affligem  anyone)? ;),0,url ! u cheese slut like u love cheese u cheese snob bergkse affligem ?
haha. that sucks though. if it's any comfort  i had a student break some of my XLR contact mics. gotta break out the iron now.,0,haha suck comfort student break xlr contact mic get to break iron
plz dont even talk about getting fat i put on @ LEAST 15 lbs its delishhhhh mad chocolate TO THE DOME,0,plz not talk get fat lbs delishh mad chocolate dome
I would agree with that! it would be funny if it wasn't pouring so damn much!,0,agree ! funny pour damn !
"Yes. I realized that my meter has gone from ""wannabe Cool Hand Luke"" to ""Hulk Smash!!!""  but really! C'mon! Video is my thing",0,yes realize meter go wannabe cool hand luke hulk smash ! ! ! c amon ! video thing
Yeah  it sucks. They would have so much fun in the snow right now. Which I still don't want to go shovel and you can't make me!,0,yeah suck fun snow right want shovel !
I hate it too! Mishel is going to do mine. :) She might do yours too  you just have to give her cash  credit cards & checkbook.,0,hate ! mishel go cash credit card checkbook
problem is having more than 1860 followers  it's hard not to piss someone off. i just worry it'll be someone i consider a friend.,0,problem have follower hard piss worry consider friend
its either that or get a new car. neither of which can i afford. im at a loss as 2 what 2 do. i feel helpless n i HATE that!,0,new car afford m loss feel helpless n hate !
- Agreed  snow is fine  ice sucks (well  and all the silly drivers on the road) :),0,agree snow fine ice suck silly driver road
I originally made them in the grill  but it's a new grill and I hate it  so when I discovered they were cold  I microwaved them.,0,originally grill new grill hate discover cold microwave
Fucking hell  I need to train!,0,fucking hell need train !
I feel the same way. I am still full and i hate a couple of hours ago,0,feel way hate couple hour ago
evilbeet    WAKE UP!!!! HAHAA jus saw ur mesg on my phone. arent u happy that a complete retard like me is on ur side? haha,0,evilbeet wake ! ! hahaa jus see ur mesg phone not u happy complete retard like ur ? haha
"I dont care if he has a right to ""hate"" or whatever....smart hate is great. dumb hate is boring and annoying",0,not care right hate whateversmart hate great dumb hate boring annoying
ouch  why did you hate it?,0,ouch hate ?
next week? I'll be the biggest loser in the world until then. (what else is new),0,week ? big loser world new
what sucks?,0,suck ?
midget only refers to the length of his dick *wink Cuz I'd say that mug is about 4 feet and some change :O),0,midget refer length dick wink cuz mug foot change o
oh naps can be the death of your sleep  real shit lol. Im gonna be up for a while my damn self :O(,0,oh nap death sleep real shit lol m go to damn self o
@nessarenee Juicee that dick gone make u masturbate. watch what I tell you.,0,USER juicee dick go u masturbate watch tell
@ nessarenee I mean that was either a pad or her white dick. Shes nasty. But whats the song thats playing at the end,0,nessarenee mean pad white dick s nasty s song s play end
@nessarenee @cd87 Juicee I should leave your ass  tellin' our business like that *rolls eyes and goes back to da co-na,0,USER USER juicee leave ass tellin business like roll eye go da cona
hell naw! I don't do second chances at dick bc then if its bad  that's TWO wasted nights instead of one and I do NOT gamble! Lol,0,hell naw ! second chance dick bc bad waste night instead gamble ! lol
it is so not beneath me to shake my ass! No cameras tho plz,0,beneath shake ass ! camera tho plz
its a little bit of both. My sister likes younger men so she can control them. Meanwhile his retarded ass just does it smh,0,little bit sister like young man control retarded ass smh
@juiceegapeach Yall the dick hit me in the eye all the way in NC. I think Im in love with a gay man!,0,USER you dick hit eye way nc think m love gay man !
damn it I havent been sleep :(,0,damn not sleep
I HATE that commercial.  It makes me SO mad.,0,hate commercial make mad
OK Cool  I'll figure it straight out in the morning..Thank Pat! BIG FAT HUG For You!{By the Way  I loved Your Portable Empire!!},0,ok cool figure straight morningthank pat ! big fat hug you!by way love portable empire ! !
happy brithday dumb ass :) have a good one  you AMAZING PERSON YOU ..LOL,0,happy brithday dumb ass good amazing person lol
I hate the same thing talked about in 100s of blogs just slightly differently  giving no extra info. Boring.,0,hate thing talk s blog slightly differently give extra info bore
Damn  miss that whitney too! You getting me in the christmas spirit...I didn't even put up a tree this year :(,0,damn miss whitney ! get christmas spiriti tree year
i just hate college  evryday especially...:p,0,hate college evryday especiallyp
absolutely. i think speedy WANTS us to do homework...massive tons of homework.dang it! i hate this semester's finals!!,0,absolutely think speedy want homeworkmassive ton homeworkdang ! hate semester final ! !
@myownwoman407 & I DO NOT appreciate dis talk about asses *Nikki Ann snaps her fingers and sashays off  showin her fab ass* LOL!,0,USER appreciate dis talk ass nikki ann snap finger sashay showin fab ass lol !
Listen  buddy  all of a sudden you've got lots 2 say! AND u have taken the fun OUT of the oxymoron! geesh! go back 2 watchin ass!,0,listen buddy sudden get lot ! u take fun oxymoron ! geesh ! watchin ass !
Haha  okay! But since I was the total nerd in school  that feels like 'talking in class' to me  LOLZ.,0,haha okay ! total nerd school feel like notalke class lolz
Join the club. I don't know either. LOLZ Khub jamay gee jo mil baithain gay bongay do. :D,0,join club know lolz khub jamay gee jo mil baithain gay bongay d
I don't know  but I hate mass DMing.,0,know hate mass dming
ha yes the $$ part would definitely be a big help! Don't you hate that?!,0,ha yes definitely big help ! hate ? !
 Hate to date me; but my kids had the Big Wheel and I can still see them going down our hill on it. Sit n Spin came later. Wow!,0,hate date kid big wheel go hill sit n spin come later wow !
Don't you hate that! I hum a lot  usually just notes; but this time of year I don't dare hear I Saw Mommy Kissing Santa Claus!  Noo!,0,hate ! hum lot usually note time year dare hear see mommy kiss santa claus ! noo !
man that sucks! Well here's hoping that nothing major was taken and that your day improves.,0,man suck ! hope major take day improve
@avidd werd up to nerd recharge.,0,USER werd nerd recharge
@madmain -- damn it -- where's a flip when you need one?,0,USER damn flip need ?
i hate paying bills period lol ;p,0,hate pay bill period lol p
all day son all day GBG grab ya cock if ya love hip hop,0,day son day gbg grab ya cock ya love hip hop
@RoyalPurp fuck it  lemme put on some D-Block and throw on my Apricot Scrub with exfoliating beads. Saturday baby,0,USER fuck lemme dblock throw apricot scrub exfoliate bead saturday baby
well that sucks  I might be in LA at the end of this month! :(,0,suck la end month !
Comics version: http://en.wikipedia.org/wiki/Charybdis_(comics) I hate it when comics are dumbed down.,0,comic_strip version URL hate comic_strip dumbe
my Prius has a 10 gallon tank.. must kick ass to live there right now.,0,prius gallon tank kick ass live right
Ok dis weak iz no good. Booked all morning wit srs naps  den runch wiff dat bitch miss muggles. Howes next week?,0,ok dis weak iz good book morning wit srs naps den runch wiff dat bitch miss muggle howe week ?
why u hate twitter? Ohhhhh u ski opening day  +1  +2  etc...,0,u hate twitter ? ohh u ski opening day etc
Fuck the Atrium. That is all.,0,fuck atrium
I am getting brown sugar chunks and I hate that!!,0,get brown sugar chunk hate ! !
lok u kan cum 2 my party 2nite bu u beta not lok at me or say nothn sexual at al i actualy fel sory 4 u,0,lok u kan cum party nite bu u beta lok nothn sexual al actualy fel sory u
Wel get ur ass over here just dnt be loud guh im tipsy as hel i may get sum juic frm u,0,wel ur ass dnt loud guh m tipsy hel sum juic frm u
GUH YES SHE TAGGED DAT ASS LOL I WAS LIK DAM THEN ANGIE POP UP LOKN KRAZ,0,guh yes tag dat ass lol lik dam angie pop lokn kraz
I TOLD UR ASS IL BE HM 2MORW NOW GET AT ME LATER HOLLA LIT BITCH,0,tell ur ass il hm morw later holla light bitch
lmao you lie....major please? I'm always in a damn sewing lab til they kick me out...I guess you will be my new fake bf  LOL,0,lmao liemajor ? damn sewing lab til kick outi guess new fake bf lol
no  sadly i'm ps3 :( ...i was thinking the same thing last night...damn non-interoperability,0,sadly ps think thing nightdamn noninteroperability
I hate public restrooms. 'Specially this one: http://graphics1.snopes.com/photos/arts/graphics/toilet2.jpg,0,hate public restroom ispecially url
I've been drinking orange juice  water  eating crackers...my body just hates me. doesn't help my immune system sucks.,0,drink orange juice water eat crackersmy body hate help immune system suck
lol.  ass.  I'm doing ok.  Get my stitches out tomorrow.  Hopefully be 100% in another week.,0,lol ass ok stitch tomorrow hopefully week
damn that sounds like my kinda schedule..you coming here first  right.?,0,damn sound like kinda scheduleyou come right ?
I just seen the commercial for that nasty ass chicken sandwich with ham topping you ate today.,0,see commercial nasty ass chicken sandwich ham top eat today
oh no  that sucks no computer,0,oh suck computer
damn man im sorry to hear that...going to buy a mac now?,0,damn man m sorry hear thatgoe buy mac ?
PUT YOUR FUCKING PANTS ON,0,fucking pant
Actually  the problem is fucking ATI. They suck. I'm gonna do this swap then try to get an nvidia card.,0,actually problem fuck ati suck go to swap try nvidia card
billy mitchell is like the chuck norris of video games... but i still hate his guts! (oops! ok  i love chocolate chip ice cream.),0,billy mitchell like chuck norris video game hate gut ! oops ! ok love chocolate chip ice cream
 hey there! any luck with a ffffound invite?  im still working on it  apparently im a loser :),0,hey ! luck ffound invite ? m work apparently m loser
damn - you travel a lot! see you on monday at your hols party!,0,damn travel lot ! monday hol party !
damn who do you work for and why?!,0,damn work ? !
Eventually when Trashman  the stalker  was arrested I got even more hate from his supporters who felt his arrest,0,eventually trashman stalker arrest get hate supporter feel arrest
OMG! That sucks; hope you're ok!,0,omg ! suck hope ok !
he doesn't count! @feenstra will tell me he loves it even if it sucks. You  on the other hand  will be honest. :),0,count ! USER tell love suck hand honest
I went mac in 12/2006 and now have 3 (selling 2  buying 1 more .. so net 2 by Jan I hope). I LOVE my macs and HATE my work PC :),0,go mac sell buy net jan hope love mac hate work pc
It's like 1/2 the calories and fat .. and rather NOM! Give it a try.,0,like calorie fat nom ! try
World War Z kicks so much ass. Did you know the author Is Mel Brooks' son?,0,world war z kick ass know author mel brooks son ?
damn  you caught that. ;^),0,damn catch
true  Vista sucks ass  yet when I plug in ANY usb device that I have  it works.,0,true vista suck ass plug usb device work
"Yeah  it's bitter sweet. I see apps like Amarok and think ""kick ass  this will be great"" then I see it has issues with syncing.",0,yeah bitter sweet app like amarok think kick ass great issue sync
ummmm no offense  but 12 ounces....isnt that more than u weigh o'fuzzy guinea pig?  :),0,umm offense ouncesisnt u weigh ofuzzy guinea pig ?
u are probably right tho   i hate these short days =/,0,u probably right tho hate short day
thats not funny i never am damn it lol,0,s funny damn lol
 Yes for sure it sucks when it happens,0,yes sure suck happen
damn. ah well. Rusty and Danny are still good although Stark has been known to frequent Vegas on occasion,0,damn ah rusty danny good stark know frequent vegas occasion
"oy. i hate dealing with technical support. those rat bastards ""accidentally"" hung up on me twice last night.",0,oy hate deal technical support rat bastard accidentally hang twice night
I want a fail whale tee shirt!,0,want fail whale tee shirt !
forgot to mention because u were not at work yesterday peeps assumed it was because of gay day HA! u picked a fine one to be out!,0,forget mention u work yesterday peep assume gay day ha ! u pick fine !
that was orgasm lipgloss and the matching blush. liner in moracco. i dont recall the rest. P.S. female trouble sucks!,0,orgasm lipgloss matching blush liner moracco not recall rest ps female trouble suck !
holy sh** Im tired from reading ur shopping stops. How big of a family you have?Damn!,0,holy sh m tired read ur shopping stop big family have?damn !
OJ seriously needs to get it together ..karma is a bitch though  caught up to him~,0,oj seriously need karma bitch catch
no one is trying to look like a freak ..well only behind closed doors. Bras over 36 look like grannie going to disneyland,0,try look like freak close door bras look like grannie go disneyland
(First Rule of Ass Club)  .. *hehe* ... Nobody talks about ass club.,0,rule ass club hehe talk ass club
looks like twhirl's got whale-itis. i am unable to log in from my office mac too.,0,look like twhirl get whaleitis unable log office mac
Re holidays prices going it - all of your reasons are valid but the real reason is because they hate me,0,holiday price go reason valid real reason hate
@kathynewman Me too mash is wonderful  not just tatties either  carrots  turnips  all lovely - but I hate creamed spinach,0,USER mash wonderful tattie carrot turnip lovely hate cream spinach
Kick. Ass. That sounds so much an incredible experience :-),0,kick ass sound incredible experience
TOTAL DICK. Cell phone,0,total dick cell phone
FUCK YEAH....spencer?? Will you be there? @xdeartragedyo i'll see you at at LEAST 1 those,0,fuck yeahspencer ? ? ? USER
Every true nerd knows the famous kitteh-heat corollary:  If warm  then cat.,0,true nerd know famous kittehheat corollary warm cat
Throwing? throwing? Its bowling  Bowling!!!! Throwing indeed! (you do realise I am getting you to talk cricket  which you hate)hehe,0,throw ? throw ? bowling bowling ! ! throw ! realise get talk cricket hatehehe
Okay  now your just taking the piss  right? Or maybe Link baiting. How could you not love the AFL ? Impossible!!!!,0,okay take piss right ? maybe link bait love afl ? impossible ! !
aw rats-i hate to hear that about my car,0,aw ratsi hate hear car
 in my house  my DH does laundry  but i do the vaccuum. I love it. But i hate laundry. Its about comprise. :-),0,house dh laundry vaccuum love hate laundry comprise
I meant to drink.  But man  nj sucks with this.,0,mean drink man nj suck
I'm just bored as fuck. Lol. I never thought I'd say this but I kinda wish the damn dog was here making noise. Lol,0,bored fuck lol think kinda wish damn dog make noise lol
well I need The.Perfect.Dog. b/c the kids want one and I hate cleaning up after them. Not a big dog fan!,0,need theperfectdog bc kid want hate clean big dog fan !
oh yes I remember you mentioning that once! I live very close to Keller. I grew up in Keller  they used to hate it right?,0,oh yes remember mention ! live close keller grow keller hate right ?
the regular size I hate the minis I always burn them,0,regular size hate mini burn
I hate it.  I am in the process of getting rid of it-lots of complaints from readers,0,hate process getting rid itlot complaint reader
I threatened to shave my head the other day ;-) I hate my hair right now,0,threaten shave head day hate hair right
"There is def. imprint of my ass on floor under my own bed... ""Someday my prince(ss) will come""..sing it. YOU are my princess!",0,def imprint ass floor bed someday princess comese princess !
@getaclewis spent last evening AND this morning begging for forgiveness. WHO says that to a 6-year-old? Stress sucks!,0,USER spend evening morning beg forgiveness say yearold ? stress suck !
Congrats!  You'll have to make us a low-fat treat from it :) #fitfam,0,congrat ! lowfat treat fitfam
I rarely unfollow  unless they unfollow me first or totally ignore me. Or completely piss me off. That's happened once.,0,rarely unfollow unfollow totally ignore completely piss happen
Nope.  Don't know.  My voice sucks either way.,0,nope know voice suck way
Damn.  How about nonsensical blogger?  You need one of those?,0,damn nonsensical blogger ? need ?
Aw.  Thanks for the hate!  I'm all warm and fuzzy!,0,aw thank hate ! warm fuzzy !
I hate on blogs?  what are you saying?,0,hate blog ? say ?
LOL - goodluck with that - I HATE workign on my resume.  Good luck with your job search,0,lol goodluck hate workign resume good luck job search
I just entered Ms. Single Mama&#8217;s Kick Ass Christmas Contest  you can too http://tinyurl.com/7f2h7g,0,enter ms single mama kick ass christmas contest url
Ugh. Crunch time. That sucks. Make sure you get plenty of sleep so you can wake up refreshed and ready to create again. It'll be ok.,0,ugh crunch time suck sure plenty sleep wake refresh ready create ok
I hate fakers...reveal yourself and you got the nerve not to follow people WACK,0,hate fakersreveal get nerve follow people wack
someones eye fucking is about to be cut to a minimal *snicker*,0,someone eye fucking cut minimal snicker
they think we only ride chevys and cadillacs...damn stereotypes,0,think ride chevys cadillacsdamn stereotype
yo this new song is hot all verses lyrical as fuck.  fred killed it,0,yo new song hot verse lyrical fuck fred kill
Chocolate graham crackers with a scoop of fat-free cool whip! 1 WW point!,0,chocolate graham cracker scoop fatfree cool whip ! ww point !
Should We ask Pussy Galore? ;),0,ask pussy galore ?
Pussy Galore at your service  James 0007!,0,pussy galore service jame !
Ready to Par-tay at Speedy Dick Clark's New Year's Rockin' Eve... will U be there? ;),0,ready partay speedy dick clark new year rockin eve u ?
No pun was intended in writing Speedy Dick. :),0,pun intend write speedy dick
well u are pretty damn funny.,0,u pretty damn funny
yeah he did then got big again how I hv no idea. But totally agree about kicking ass.,0,yeah get big hv idea totally agree kick ass
no kidding I'd hate to get my Hurricane watered down w snow as I go from bar to bar.,0,kidding hate hurricane water w snow bar bar
I am sorry! I hate funerals.,0,sorry ! hate funeral
but damn I look good on it.,0,damn look good
damn  that hurts.  I agree w/ @Wolfnoma more scotch will cure all that ails you,0,damn hurt agree w USER scotch cure ail
that sucks  sumtimes I don't take my mind to work.,0,suck sumtime mind work
@TanJa_C that might be a girl's car  but it is one damn hot girl's car! It has grrr-power!,0,USER girl car damn hot girl car ! grrpower !
I think it also helps for you to *Feel* full this way  & stay away from carbs. Carbs--&gt;Sugar ---&gt; Fat... Stay away from b4 bed,0,think help feel way stay away carbs carbsgtsugar gt fat stay away b bed
Ordering Pizza Online??? Now thats some Fat Boy shyt!! :),0,order pizza online ? ? s fat boy shyt ! !
"""Drama"" is just a catch-all word for ""things I hate about other women  which they probably all hate about me too"".",0,drama catchall word thing hate woman probably hate
Saturday's are just so boring here. The day drags on. Well  that sucks that you don't get holiday pay for the 24th. :(,0,saturday boring day drag suck holiday pay th
Hah  been there. |: Sabi din niya she's never gonna buy me one so I'll be using my own money. Sucks |:,0,hah sabi din niya go to buy money suck
I hate when they do that--,0,hate
Whatchu meen? Other people in this here country ain't talkin' like us? Well  gee whiz! Damn yankees.,0,whatchu meen ? people country ai talkin like ? gee whiz ! damn yankee
nigga you sound like a creep ass pedophile,0,nigga sound like creep ass pedophile
writing is a BITCH. re-read one of my drafts- new meaning to humiliation-play. now to hump my metal-bristled hairbrush until O.,0,writing bitch reread draft new meaning humiliationplay hump metalbristled hairbrush o
sh. everytime a hot vampire movie comes out  my popularity goes up. & yes it sucks. the stamp on the death of literary ficiton.,0,sh everytime hot vampire movie come popularity go yes suck stamp death literary ficiton
Meh. I'm sorry. I hate living right now. Trade?,0,meh sorry hate live right trade ?
I liked all of the anti-gay ads. There were three or four  I think. I read it when I got up (read: about an hour ago) :D,0,like antigay ad think read get read hour ago d
:D Even though they changed a little lately and now it sucks more than ever  they still have the most shows.,0,d change little lately suck show
ahem. as a twat (:P) the only thing I have to say to that is: I CUNT HEAR U OVER THE BUTTHURT. WUT DID U SAY? :P,0,ahem twat p thing cunt hear u butthurt wut u ? p
u cunt tell me u did not lyk da snow,0,u cunt tell u lyk da snow
aha it's just the funniest image. :P and that sucks about your xmas stuff not showing up. :/ i go insane this time of year  ngl. :P,0,aha funniest image p suck xmas stuff show insane time year ngl p
oh my fuck im not the only one awake,0,oh fuck m awake
That looks nasty...ice sucks.,0,look nastyice suck
In order not to piss off anyone w/ crappy weather  I'll just say it does NOT feel like xmas/hanukkah in these parts either.,0,order piss w crappy weather feel like xmashanukkah part
mmm breakfast nachoes!!! (getting fat - good name for a tune/album),0,mm breakfast nachoe ! ! get fat good tunealbum
  Tempted to start baking cookies too.  Damn the diabetes  full speed ahead;),0,tempt start bake cookie damn diabetes speed ahead
yeah. Good one. U really gotta wonder what kind of freak doesn't use their own picture;) Lol,0,yeah good u get to wonder kind freak use picture lol
"heck  there are stupid ass ""gurus"" telling their little sheep to infiltrate twitter to maximize profits.. LOL",0,heck stupid ass guru tell little sheep infiltrate twitter maximize profit lol
i still have that broken ass alienware laptop... alienware = over-rated imho.,0,break ass alienware laptop alienware overrate imho
that sucks dude.. you should ream Apple a new one for that..,0,suck dude ream apple new
keep in mind that everyone at the airport got up this morning and decided they were going to fuck you.,0,mind airport get morning decide go fuck
Apparently. Ugh. Sucks that they couldn't get the music rights for syndication in the US. Or maybe they didn't bother..,0,apparently ugh suck music right syndication maybe bother
can't hate on that...,0,hate
i'm working than idk. empires? mmm northbrook court sucks sir. omg todays the first day of chanukah. bahaha,0,work idk empire ? mm northbrook court suck sir omg todays day chanukah bahaha
fuck that!....time to go see Cassie......we're slackin man!!!!,0,fuck that!time cassiewe slackin man ! !
that rossi will put your ass right to sleep....I think they put nyquil in that shit,0,rossi ass right sleepi think nyquil shit
Good signin stuff Tim. We have research to publish next year on sign-up process & eyetracking. BTW users resoundingly hate Register,0,good signin stuff tim research publish year signup process eyetracke btw user resoundingly hate register
it's 60 degrees out here 2day..2days ago it was 20..global warmings a bitch.. Lol,0,degree dayday ago global warming bitch lol
that would have ended the year off perfect. Or someone punching him in his fucking mouth!,0,end year perfect punch fucking mouth !
"there you go...that's damn good to start. He's now branding himself  but he needs not to engage in worthless ""beef""",0,gothat damn good start brand need engage worthless beef
"Wrote a song about it. Like hear it  here it go: ""Duck bitch Duck-I throw my left shoe out-Duck bitch Duck""",0,write song like hear duck bitch ducki throw left shoe outduck bitch duck
His ass gone fuck up his money by making retort videos. Disney ain't with that  Boy...Charles is trying to Kanye his way in,0,ass go fuck money make retort video disney ai boycharle try kanye way
Yeah I doubt I can go either. Kids xmas party. I hate attending these things  but oh well. Family first.,0,yeah doubt kid xmas party hate attend thing oh family
"aww that sucks :( I hate hiccups  and that whole ""scaring yourself is the cure"" crap never works for me.",0,aww suck hate hiccup scare cure crap work
They probably karted all over you...Kats are knwon to do that.   :D All hate mail goes to...,0,probably karte youkat knwon d hate mail go
LOL! Yes  all hate mail goes to rockdog@annieburltalk.com and gets read live on the air LOL,0,lol ! yes hate mail go rockdog user com get read live air lol
Let me tell you I have lived here all my life and every year I hate it.,0,let tell live life year hate
join the club! LOL  I hate the snow!,0,join club ! lol hate snow !
re; The Happening and campy acting  Leguizamo was the only one who did a good job. Wahlburg always seems so. HATE that chick,0,happen campy act leguizamo good job wahlburg hate chick
think the phrase 'couldn't hit a pig's arse with a banjo' fitted somehow. But hey I've had a go ( can scythe instead mind!),0,think phrase hit pig arse banjo fit hey scythe instead mind !
"""And I said I was going to SLAP your ugly ass anyhow. awwwwww  what are you going to do  call t ... http://shortxt.com/9ytyj2r",0,say go slap ugly ass url go t url
damn sounds painful lol,0,damn sound painful lol
oh man.. that sucks  sorry your feeling ill... I'm still coughing & sneezing  seem's like this cold will never go away.,0,oh man suck sorry feeling ill cough sneeze like cold away
LOL... what I like to do is get in front of them then suddenly! step on the breaks... irresponsible drivers... piss me off,0,lol like suddenly ! step break irresponsible driver piss
i am so with you on that one. i hate hunting season also,0,hate hunt season
Of course  you realise that being a nerd is a compliment in this house . . .,0,course realise nerd compliment house
geez..me too but I HATE waking up this early,0,geezme hate wake early
ouch...that sucks about the ticket...it's pretty expensive now. Hopefully chiko can help u out,0,ouchthat suck ticketit pretty expensive hopefully chiko help u
why do you make it sound so damn delicous?!?,0,sound damn delicous ? ! ?
lol oh damn for real?!?,0,lol oh damn real ? ! ?
oh god I begged for that big head Rainbow Bright doll n got it lol even had the sheet set lol damn I was corny back then lol,0,oh god beg big head rainbow bright doll n get lol sheet set lol damn corny lol
dammit ima have that shit in my head again lololast night it was stuck for a few damn hrs lol,0,dammit m shit head lololast night stick damn hrs lol
don't forget taco lol I got a damn TacoBot followin me lol..let's see chocolate  xbox  wii  psp  dunkin donuts  geek lolol,0,forget taco lol get damn tacobot followin lollet chocolate xbox wii psp dunkin donut geek lolol
that's cuz my greedy ass is sippin a dunkins hot chocolate lol,0,cuz greedy ass sippin dunkin hot chocolate lol
Resistance kicks ass!!!!!!!!!!!1,0,resistance kick ass ! !
I am sure I could  and I respect your point of view.  My actions spring from specific activity (hate  racism) I've seen here...,0,sure respect point view action spring specific activity hate racism see
Thank you hon...got refused for a job op this week due to damn visa...all I ever wanted to do was be a citizen...not poss,0,thank hongot refuse job op week damn visaall want citizennot poss
damn your presence is making me more wayward than usual!,0,damn presence make wayward usual !
haha nosy :) I get it quickwitted & cute too damn somebody come take me off the markets!,0,haha nosy quickwitte cute damn somebody come market !
